Project Reference,Project ID,Project ID Id,Id Project ID,HE/MEAS Delay Status,Firm Order Placed,Ran Priority,NIA Order Delivery (A),Transmission Delivered (A),Transmission Delivered (F),COC Uploaded,PRTC (A),PRTC (F),HE/MEAS Status,WES PSID
PX71-SG-CKIHHGI,P-193054,a1e4J000000CKGyQAO,a0i4J0000023SdFQAU,NONE,6/5/2020,Huawei,,11/9/2020,,1/13/2021,7/14/2020,,7.0 COMPLETED (10GB),BTWD210097
,P-193015,a1e4J000000CKGzQAO,a0i4J0000023ScSQAU,,10/30/2019,,,,,,,,1.7 CANCELLED WTG RE-RAISE,
PX71-SG-CKIINGH,P-193016,a1e4J000000CKH0QAO,a0i4J0000023ScTQAU,NONE,6/4/2019,Huawei,,11/8/2019,,11/8/2019,5/14/2019,,7.0 COMPLETED (10GB),BTWD206903
PX71-SG-CKIHJPN,P-193017,a1e4J000000CKH1QAO,a0i4J0000023ScUQAU,NONE,3/11/2020,Huawei,2/24/2020,4/20/2020,,4/20/2020,8/29/2019,,7.0 COMPLETED (10GB),BTWD209015
PX71-SG-CKIJJLO,P-193018,a1e4J000000CKH2QAO,a0i4J0000023ScVQAU,CUST - WTG SITE PREP,1/2/2019,Huawei,,6/21/2019,,3/31/2021,5/24/2019,,6.1 READY FOR MIGRATION 10GB,BTWD206097
PX71-SG-CKIJNNM,P-193019,a1e4J000000CKH3QAO,a0i4J0000023ScWQAU,NONE,9/20/2018,Huawei,,4/28/2019,,4/28/2019,,,7.0 COMPLETED (10GB),BTWD205621
PX71-SG-CKIIOMK,P-193020,a1e4J000000CKH4QAO,a0i4J0000023ScXQAU,NONE,6/10/2019,Nokia Compact,,9/18/2019,,9/28/2020,9/4/2019,,7.0 COMPLETED (10GB),BTWD206919
PX71-SG-CKIJIHP,P-193021,a1e4J000000CKH5QAO,a0i4J0000023ScYQAU,NONE,9/23/2020,Nokia Compact,2/11/2020,2/4/2021,,6/10/2021,5/24/2019,,7.0 COMPLETED (10GB),BTWD210655
PX71-SG-CKIJKOJ,P-193022,a1e4J000000CKH6QAO,a0i4J0000023ScZQAU,NONE,12/17/2018,Nokia Compact,,6/21/2019,,6/21/2019,4/16/2019,,7.0 COMPLETED (10GB),BTWD206044
PX71-SG-CKIJLII,P-193023,a1e4J000000CKH7QAO,a0i4J0000023ScaQAE,NONE,11/21/2018,Huawei,,9/21/2019,,5/17/2022,4/16/2019,,7.0 COMPLETED (10GB),BTWD205909
PX71-SG-CKIJLHK,P-193024,a1e4J000000CKH8QAO,a0i4J0000023ScbQAE,NONE,11/27/2018,Nokia Compact,,5/9/2019,,2/16/2021,5/8/2019,,7.0 COMPLETED (10GB),BTWD205944
PX71-SG-CKIGKIK,P-193055,a1e4J000000CKH9QAO,a0i4J0000023SdGQAU,NONE,4/20/2020,Huawei,,10/2/2020,,7/28/2022,3/29/2021,,7.0 COMPLETED (10GB),BTWD209451
PX71-SG-CKIGNKQ,P-193058,a1e4J000000CKHCQA4,a0i4J0000023SdJQAU,NONE,5/6/2020,Huawei,,8/26/2020,,8/26/2020,9/25/2020,,7.0 COMPLETED (10GB),BTWD209557
PX71-SG-CKIHINL,P-193059,a1e4J000000CKHDQA4,a0i4J0000023SdKQAU,NONE,6/3/2020,Nokia Compact,,4/13/2021,,4/21/2021,5/12/2021,,7.0 COMPLETED (10GB),BTWD210066
PX71-SG-CKIGJKI,P-193060,a1e4J000000CKHEQA4,a0i4J0000023SdLQAU,NONE,5/19/2020,Nokia Compact,,8/21/2020,,10/23/2020,5/4/2020,,7.0 COMPLETED (10GB),BTWD209693
,P-193061,a1e4J000000CKHFQA4,a0i4J0000023SdMQAU,,4/15/2020,,,,,,,,2.0 EAD PLANNING (10GB),BTWD209361
PX71-SG-CKIGJKH,P-193062,a1e4J000000CKHGQA4,a0i4J0000023SdNQAU,NONE,5/19/2020,Huawei,,7/31/2020,,11/25/2020,5/4/2020,,7.0 COMPLETED (10GB),BTWD209690
PX71-SG-CKIHHGK,P-193063,a1e4J000000CKHHQA4,a0i4J0000023SdOQAU,NONE,5/20/2020,Nokia Compact,,12/14/2020,,12/14/2020,5/4/2020,,7.0 COMPLETED (10GB),BTWD209751
,P-193064,a1e4J000000CKHIQA4,a0i4J0000023SdPQAU,,,,,,,,,,1.3 DESIGN RECEIVED - CRF NON-FLUID (10GB),
,P-193025,a1e4J000000CKHJQA4,a0i4J0000023SccQAE,,4/7/2020,,,,,,,,2.0 EAD PLANNING (10GB),BTWD209275
PX71-SG-CKJJOMO,P-193026,a1e4J000000CKHKQA4,a0i4J0000023ScdQAE,,12/15/2018,Nokia Compact,,8/15/2023,,,3/22/2019,,7.0 COMPLETED (10GB),BTWD215179
PX71-SG-CKILJNM,P-193027,a1e4J000000CKHLQA4,a0i4J0000023SceQAE,,6/24/2019,Huawei,,10/22/2019,,12/8/2020,2/20/2019,,7.0 COMPLETED (10GB),BTWD207137
PX71-SG-CKIGMKQ,P-193028,a1e4J000000CKHMQA4,a0i4J0000023ScfQAE,NONE,11/4/2020,Huawei,,12/17/2020,,4/28/2022,2/20/2019,,7.0 COMPLETED (10GB),BTWD210798
PX71-SG-CKJHMKJ,P-193029,a1e4J000000CKHNQA4,a0i4J0000023ScgQAE,,7/14/2022,Nokia Small,,12/8/2022,,,2/20/2019,,7.0 COMPLETED (10GB),BTWD214355
,P-193030,a1e4J000000CKHOQA4,a0i4J0000023SchQAE,,,,,,,,,,,BTWD209858
PX71-SG-CKJIGJL,P-193031,a1e4J000000CKHPQA4,a0i4J0000023SciQAE,,7/25/2022,Nokia Small,,3/20/2023,,,2/28/2019,,7.0 COMPLETED (10GB),BTWD214413
PX71-SG-CKJJJNH,P-193032,a1e4J000000CKHQQA4,a0i4J0000023ScjQAE,BT - WTG KCI2 – SURVEY TO BE SCHEDULED,12/15/2023,Nokia Compact,,,,,2/28/2019,,2.0 EAD PLANNING (10GB),
,P-193033,a1e4J000000CKHRQA4,a0i4J0000023SckQAE,,,,,,,,,,1.3 DESIGN RECEIVED - CRF NON-FLUID (10GB),
PX71-SG-CKIGNJL,P-193034,a1e4J000000CKHSQA4,a0i4J0000023SclQAE,NONE,6/23/2020,Huawei,,8/27/2020,,8/27/2020,8/19/2021,,7.0 COMPLETED (10GB),BTWD210228
PX71-SG-CKIHLIL,P-193095,a1e4J000000CKHTQA4,a0i4J0000023SduQAE,,10/7/2019,Nokia Compact,,11/25/2019,,12/22/2020,11/28/2019,,7.0 COMPLETED (10GB),BTWD208250
PX71-SG-CKIHLJM,P-193096,a1e4J000000CKHUQA4,a0i4J0000023SdvQAE,NONE,10/21/2019,Huawei,,3/31/2020,,3/31/2020,10/1/2019,,7.0 COMPLETED (10GB),BTWD208500
PX71-SG-CKIGOIM,P-193097,a1e4J000000CKHVQA4,a0i4J0000023SdwQAE,NONE,5/20/2020,Huawei,,4/26/2021,,4/26/2021,1/29/2020,,7.0 COMPLETED (10GB),BTWD209740
PX71-SG-CKIHHLL,P-193098,a1e4J000000CKHWQA4,a0i4J0000023SdxQAE,NONE,6/12/2020,Huawei,,12/17/2020,,12/17/2020,11/28/2019,,7.0 COMPLETED (10GB),BTWD210207
PX71-SG-CKIHHOK,P-193100,a1e4J000000CKHYQA4,a0i4J0000023SdzQAE,NONE,8/7/2020,Huawei,,11/3/2020,,5/21/2021,1/21/2021,,7.0 COMPLETED (10GB),BTWD210429
PX71-SG-CKIHHOL,P-193101,a1e4J000000CKHZQA4,a0i4J0000023Se0QAE,NONE,6/26/2020,Nokia Compact,,12/22/2020,,12/31/2020,1/21/2021,,7.0 COMPLETED (10GB),BTWD210265
PX71-SG-CKIHHOM,P-193102,a1e4J000000CKHaQAO,a0i4J0000023Se1QAE,NONE,5/21/2020,Nokia Compact,,11/4/2020,,11/4/2020,1/21/2021,,7.0 COMPLETED (10GB),BTWD209797
,P-193103,a1e4J000000CKHbQAO,a0i4J0000023Se2QAE,,,,,,,,,,1.3 CRF TO BE SUBMITTED (Fluid) (10GB),
PX71-SG-CKIHGKO,P-193065,a1e4J000000CKHdQAO,a0i4J0000023SdQQAU,NONE,6/25/2020,Huawei,,8/11/2020,,3/9/2021,5/28/2021,,7.0 COMPLETED (10GB),BTWD210279
PX71-SG-CKHNGPH,P-193066,a1e4J000000CKHeQAO,a0i4J0000023SdRQAU,,8/9/2022,Nokia,,10/14/2022,,,4/26/2021,,7.0 COMPLETED (10GB),BTWD214510
PX71-SG-CKIGJMJ,P-193068,a1e4J000000CKHgQAO,a0i4J0000023SdTQAU,NONE,5/7/2020,Huawei,,7/13/2020,,7/13/2020,6/30/2021,,7.0 COMPLETED (10GB),BTWD209571
PX71-SG-CKJHLLH,P-193069,a1e4J000000CKHhQAO,a0i4J0000023SdUQAU,,8/8/2022,Nokia Small,,8/18/2023,,,4/26/2021,,7.0 COMPLETED (10GB),BTWD214495
PX71-SG-CKIHFIJ,P-193070,a1e4J000000CKHiQAO,a0i4J0000023SdVQAU,NONE,4/17/2020,Huawei,,7/20/2020,,8/2/2021,4/26/2021,,7.0 COMPLETED (10GB),BTWD209422
PX71-SG-CKIGJMI,P-193071,a1e4J000000CKHjQAO,a0i4J0000023SdWQAU,NONE,5/27/2020,Huawei,,9/11/2020,,9/11/2020,6/30/2021,,7.0 COMPLETED (10GB),BTWD209909
PX71-SG-CKJJFNI,P-193072,a1e4J000000CKHkQAO,a0i4J0000023SdXQAU,,4/27/2020,Nokia Compact,,9/27/2023,,,4/26/2021,,7.0 COMPLETED (10GB),BTWD210032
PX71-DEJKGLK,P-193073,a1e4J000000CKHlQAO,a0i4J0000023SdYQAU,,4/1/2024,Cisco,,6/9/2025,,,,,7.0 COMPLETED (10GB),BTWD210571
,P-193074,a1e4J000000CKHmQAO,a0i4J0000023SdZQAU,,,,,,,,,,1.3 DESIGN RECEIVED - CRF NON-FLUID (10GB),
PX71-SG-CKIGKPK,P-193035,a1e4J000000CKHnQAO,a0i4J0000023ScmQAE,NONE,5/29/2020,Nokia Compact,,9/17/2020,,9/17/2020,2/28/2019,,7.0 COMPLETED (10GB),BTWD209943
PX71-SG-CKIGKNI,P-193036,a1e4J000000CKHoQAO,a0i4J0000023ScnQAE,NONE,4/16/2020,Nokia Compact,,8/13/2020,,8/13/2020,11/6/2020,,7.0 COMPLETED (10GB),BTWD209409
PX71-CKJNLHO,P-193037,a1e4J000000CKHpQAO,a0i4J0000023ScoQAE,,3/15/2024,Cisco,,4/14/2025,,,11/12/2020,,7.0 COMPLETED (10GB),BTWD217138
PX71-SG-CKIGKML,P-193038,a1e4J000000CKHqQAO,a0i4J0000023ScpQAE,NONE,3/30/2020,Nokia Compact,,9/8/2020,,9/8/2020,11/6/2020,,7.0 COMPLETED (10GB),BTWD209252
PX71-SG-CKIGJPI,P-193039,a1e4J000000CKHrQAO,a0i4J0000023ScqQAE,NONE,4/27/2020,Nokia Compact,,10/23/2020,,11/2/2021,5/17/2021,,7.0 COMPLETED (10GB),BTWD209493
PX71-SG-CKIIFGJ,P-193040,a1e4J000000CKHsQAO,a0i4J0000023ScrQAE,NONE,9/9/2019,Nokia Compact,,11/7/2019,,11/7/2019,1/20/2022,,7.0 COMPLETED (10GB),BTWD207881
PX71-SG-CKIHKIQ,P-193041,a1e4J000000CKHtQAO,a0i4J0000023ScsQAE,NONE,11/7/2019,Huawei,,12/17/2019,,10/14/2021,7/26/2021,,7.0 COMPLETED (10GB),BTWD208552
PX71-SG-CKIHILI,P-193042,a1e4J000000CKHuQAO,a0i4J0000023SctQAE,NONE,5/18/2020,Nokia Compact,,10/1/2020,,10/1/2020,9/8/2021,,7.0 COMPLETED (10GB),BTWD209638
PX71-SG-CKIHIGK,P-193043,a1e4J000000CKHvQAO,a0i4J0000023ScuQAE,NONE,4/3/2020,Huawei,,10/29/2020,,9/16/2021,11/25/2020,,7.0 COMPLETED (10GB),BTWD209209
PX71-SG-CKIHIGO,P-193044,a1e4J000000CKHwQAO,a0i4J0000023ScvQAE,NONE,4/3/2020,Nokia Compact,,4/12/2021,,4/21/2021,11/25/2020,,7.0 COMPLETED (10GB),BTWD209236
PX71-SG-CKIJKLQ,P-193105,a1e4J000000CKHxQAO,a0i4J0000023Se4QAE,NONE,12/4/2018,Huawei,,11/25/2019,,1/17/2021,10/3/2019,,7.0 COMPLETED (10GB),BTWD205991
PX71-SG-CKJEOIN,P-193106,a1e4J000000CKHyQAO,a0i4J0000023Se5QAE,NONE,,Huawei,,1/23/2019,,3/31/2019,1/31/2019,,7.0 COMPLETED SMEAS 10GB,ONEA43891078
PX71-SG-CKIJGKN,P-193107,a1e4J000000CKHzQAO,a0i4J0000023Se6QAE,NONE,4/3/2019,Huawei,,7/24/2019,,9/30/2020,5/17/2019,,7.0 COMPLETED (10GB),BTWD206547
PX71-SG-CKILJOL,P-193108,a1e4J000000CKI0QAO,a0i4J0000023Se7QAE,NONE,1/12/2019,Nokia Compact,,10/4/2019,,12/4/2020,10/3/2019,,7.0 COMPLETED (10GB),BTWD206151
PX71-SG-CKJEOHM,P-193109,a1e4J000000CKI1QAO,a0i4J0000023Se8QAE,NONE,,Huawei,,5/17/2018,,2/17/2021,2/5/2019,,7.0 COMPLETED SMEAS 10GB,ONEA44018614
PX71-SG-CKIJIJM,P-193110,a1e4J000000CKI2QAO,a0i4J0000023Se9QAE,NONE,1/11/2019,Huawei,,6/12/2019,,5/20/2019,6/7/2019,,7.0 COMPLETED (10GB),BTWD206146
PX71-SG-CKJJMII,P-193111,a1e4J000000CKI3QAO,a0i4J0000023SeAQAU,NONE,,Nokia Small,8/8/2020,,,,,,1.3 DESIGN RECEIVED - CRF NON-FLUID (10GB),
PX71-SG-CKIIIJI,P-193112,a1e4J000000CKI4QAO,a0i4J0000023SeBQAU,NONE,8/5/2019,Huawei,,4/20/2021,,4/20/2021,9/28/2021,,7.0 COMPLETED (10GB),BTWD207521
PX71-SG-CKIINNQ,P-193113,a1e4J000000CKI5QAO,a0i4J0000023SeCQAU,NONE,6/20/2019,Nokia Compact,,8/30/2019,,10/1/2020,5/7/2019,,7.0 COMPLETED (10GB),BTWD207097
PX71-SG-CKIJNMO,P-193114,a1e4J000000CKI6QAO,a0i4J0000023SeDQAU,NONE,9/13/2018,Huawei,,6/3/2019,,6/3/2019,10/3/2019,,7.0 COMPLETED (10GB),BTWD205591
PX71-SG-CKIHOMM,P-193115,a1e4J000000CKI7QAO,a0i4J0000023SeEQAU,,9/6/2019,Huawei,,10/31/2019,,12/24/2020,5/7/2019,,7.0 COMPLETED (10GB),BTWD207845
PX71-SG-CKIJNIL,P-193116,a1e4J000000CKI8QAO,a0i4J0000023SeFQAU,NONE,10/31/2018,Huawei,,7/1/2019,,7/1/2019,5/7/2019,,7.0 COMPLETED (10GB),BTWD205764
PX71-SG-CKIJINQ,P-193117,a1e4J000000CKI9QAO,a0i4J0000023SeGQAU,NONE,12/24/2018,Huawei,,4/28/2019,,4/28/2019,5/17/2019,,7.0 COMPLETED (10GB),BTWD206062
PX71-SG-CKIGIKN,P-193118,a1e4J000000CKIAQA4,a0i4J0000023SeHQAU,NONE,6/18/2019,Huawei,,7/4/2022,,7/27/2022,5/8/2019,,7.0 COMPLETED (10GB),BTWD210673
PX71-SG-CKILKGJ,P-193119,a1e4J000000CKIBQA4,a0i4J0000023SeIQAU,NONE,9/13/2018,Huawei,,5/6/2021,,3/30/2022,5/7/2019,,7.0 COMPLETED (10GB),BTWD205586
PX71-SG-CKIHONL,P-193120,a1e4J000000CKICQA4,a0i4J0000023SeJQAU,,10/21/2019,Huawei,,1/13/2020,,1/13/2020,5/24/2019,,7.0 COMPLETED (10GB),BTWD208485
PX71-SG-CKIGOGK,P-193121,a1e4J000000CKIDQA4,a0i4J0000023SeKQAU,NONE,5/27/2020,Nokia Compact,,10/22/2020,,10/22/2020,7/27/2020,,7.0 COMPLETED (10GB),BTWD209853
PX71-SG-CKIIKIJ,P-193122,a1e4J000000CKIEQA4,a0i4J0000023SeLQAU,NONE,12/8/2020,Huawei,,12/13/2021,,12/13/2021,9/26/2019,,7.0 COMPLETED (10GB),BTWD210977
PX71-SG-CKIHFOH,P-193123,a1e4J000000CKIFQA4,a0i4J0000023SeMQAU,NONE,5/19/2020,Huawei,,8/17/2020,,8/17/2020,5/12/2020,,7.0 COMPLETED (10GB),BTWD209707
,P-193124,a1e4J000000CKIGQA4,a0i4J0000023SeNQAU,,,,,,,,,,1.3 DESIGN RECEIVED - CRF NON-FLUID (10GB),
PX71-SG-CKIHFIP,P-193075,a1e4J000000CKIHQA4,a0i4J0000023SdaQAE,NONE,6/12/2020,Huawei,,1/4/2021,,1/4/2021,4/18/2019,,7.0 COMPLETED (10GB),BTWD210167
PX71-SG-CKJJHKO,P-193076,a1e4J000000CKIIQA4,a0i4J0000023SdbQAE,,5/28/2020,Nokia Small,,2/6/2023,,,6/29/2021,,7.0 COMPLETED (10GB),BTWD209929
PX71-SG-CKIGNNQ,P-193077,a1e4J000000CKIJQA4,a0i4J0000023SdcQAE,NONE,8/18/2020,Huawei,,9/21/2020,,4/23/2021,5/18/2021,,7.0 COMPLETED (10GB),BTWD210464
,P-193078,a1e4J000000CKIKQA4,a0i4J0000023SddQAE,,9/11/2019,,,,,,,,,BTWD207982
PX71-SG-CKIINOM,P-193079,a1e4J000000CKILQA4,a0i4J0000023SdeQAE,,6/26/2019,Nokia Compact,,12/3/2019,,12/10/2020,3/22/2019,,7.0 COMPLETED (10GB),BTWD207160
,P-193080,a1e4J000000CKIMQA4,a0i4J0000023SdfQAE,,10/4/2019,,,,,,,,2.0 EAD PLANNING (10GB),BTWD208229
PX71-SG-CKIIFMM,P-193081,a1e4J000000CKINQA4,a0i4J0000023SdgQAE,,9/9/2019,Nokia Compact,,10/17/2019,,1/15/2021,3/22/2019,,7.0 COMPLETED (10GB),BTWD207910
PX71-SG-CKIIHHP,P-193082,a1e4J000000CKIOQA4,a0i4J0000023SdhQAE,NONE,2/24/2020,Nokia Compact,,3/16/2021,,4/29/2021,3/22/2019,,7.0 COMPLETED (10GB),BTWD208987
PX71-SG-CKIHNJH,P-193084,a1e4J000000CKIQQA4,a0i4J0000023SdjQAE,NONE,9/12/2019,Huawei,,3/11/2020,,3/11/2020,10/1/2019,,7.0 COMPLETED (10GB),BTWD207961
,P-193125,a1e4J000000CKIRQA4,a0i4J0000023SeOQAU,,,,,,,,,,1.3 DESIGN RECEIVED - CRF NON-FLUID (10GB),
,P-193126,a1e4J000000CKISQA4,a0i4J0000023SePQAU,,,,,,,,,,1.3 CRF TO BE SUBMITTED (Fluid) (10GB),
PX71-SG-CKJJKKL,P-193127,a1e4J000000CKITQA4,a0i4J0000023SeQQAU,NONE,10/24/2021,Nokia Small,,,,,,,1.3 DESIGN RECEIVED - CRF NON-FLUID (10GB),
PX71-SG-CKJHMKH,P-193128,a1e4J000000CKIUQA4,a0i4J0000023SeRQAU,,8/23/2022,Nokia Small,,10/28/2022,,,9/26/2019,,7.0 COMPLETED (10GB),BTWD214572
PX71-SG-CKIHIJM,P-193129,a1e4J000000CKIVQA4,a0i4J0000023SeSQAU,NONE,1/5/2021,Nokia,,10/20/2021,,10/20/2021,5/12/2020,,7.0 COMPLETED (10GB),BTWD211062
PX71-SG-CKIHHNQ,P-193130,a1e4J000000CKIWQA4,a0i4J0000023SeTQAU,NONE,5/27/2020,Nokia Compact,,11/12/2021,,11/15/2021,12/6/2019,,7.0 COMPLETED (10GB),BTWD209847
PX71-SG-CKIGLMK,P-193131,a1e4J000000CKIXQA4,a0i4J0000023SeUQAU,NONE,6/8/2020,Nokia Compact,,8/19/2020,,8/19/2020,4/9/2021,,7.0 COMPLETED (10GB),BTWD210115
,P-193132,a1e4J000000CKIYQA4,a0i4J0000023SeVQAU,,,,,,,,,,1.3 CRF TO BE SUBMITTED (Fluid) (10GB),
PX71-SG-CKIIJIK,P-193134,a1e4J000000CKIaQAO,a0i4J0000023SeXQAU,NONE,10/11/2019,Huawei,,6/2/2020,,6/2/2020,12/4/2018,,7.0 COMPLETED (10GB),BTWD208360
,P-193085,a1e4J000000CKIbQAO,a0i4J0000023SdkQAE,,,,,,,,,,1.3 CRF TO BE SUBMITTED (Fluid) (10GB),
PX71-SG-CKIGKIM,P-193086,a1e4J000000CKIcQAO,a0i4J0000023SdlQAE,NONE,11/3/2020,Nokia Compact,,3/9/2021,,3/9/2021,10/1/2019,,7.0 COMPLETED (10GB),BTWD210795
,P-193087,a1e4J000000CKIdQAO,a0i4J0000023SdmQAE,,,,,,,,,,1.3 CRF TO BE SUBMITTED (Fluid) (10GB),
,P-193088,a1e4J000000CKIeQAO,a0i4J0000023SdnQAE,,,,,,,,,,1.3 DESIGN RECEIVED - CRF NON-FLUID (10GB),
PX71-SG-CKIHMPN,P-193089,a1e4J000000CKIfQAO,a0i4J0000023SdoQAE,,10/16/2019,Nokia Compact,,12/16/2019,,12/16/2019,10/1/2019,,7.0 COMPLETED (10GB),BTWD208463
PX71-SG-CKIHNGL,P-193090,a1e4J000000CKIgQAO,a0i4J0000023SdpQAE,NONE,9/13/2019,Huawei,,3/24/2021,,3/24/2021,10/1/2019,,7.0 COMPLETED (10GB),BTWD207985
PX71-SG-CKIINOI,P-193091,a1e4J000000CKIhQAO,a0i4J0000023SdqQAE,NONE,6/4/2019,Huawei,,3/27/2020,,3/27/2020,9/13/2019,,7.0 COMPLETED (10GB),BTWD206904
PX71-SG-CKIHMPM,P-193092,a1e4J000000CKIiQAO,a0i4J0000023SdrQAE,NONE,11/13/2019,Nokia Compact,,2/27/2020,,2/27/2020,10/1/2019,,7.0 COMPLETED (10GB),BTWD208592
PX71-SG-CKIHMNM,P-193093,a1e4J000000CKIjQAO,a0i4J0000023SdsQAE,NONE,10/14/2019,Huawei,,1/13/2020,,1/13/2020,10/1/2019,,7.0 COMPLETED (10GB),BTWD208426
PX71-SG-CKIHLPI,P-193094,a1e4J000000CKIkQAO,a0i4J0000023SdtQAE,,10/23/2019,Huawei,,12/10/2020,,12/10/2020,10/1/2019,,18.2 CAB SWAP OR READY,BTWD208489
PX71-SG-CKIIINL,P-193145,a1e4J000000CKIlQAO,a0i4J0000023SeiQAE,NONE,8/5/2019,Huawei,,11/7/2019,,11/7/2019,9/27/2019,,7.0 COMPLETED (10GB),BTWD207537
PX71-SG-CKILJJJ,P-193146,a1e4J000000CKImQAO,a0i4J0000023SejQAE,NONE,10/3/2019,Huawei,,1/20/2020,,1/20/2020,9/27/2019,,7.0 COMPLETED (10GB),BTWD208204
PX71-SG-CKIGJHH,P-193147,a1e4J000000CKInQAO,a0i4J0000023SekQAE,NONE,9/8/2020,Huawei,,1/4/2021,,4/8/2021,9/27/2019,,7.0 COMPLETED (10GB),BTWD210564
PX71-SG-CKIIFHJ,P-193148,a1e4J000000CKIoQAO,a0i4J0000023SelQAE,NONE,11/6/2020,Huawei,1/28/2020,12/3/2020,,12/3/2020,9/27/2019,,7.0 COMPLETED (10GB),BTWD210803
,P-193149,a1e4J000000CKIpQAO,a0i4J0000023SemQAE,,4/9/2020,,,,,,,,2.0 EAD PLANNING (10GB),BTWD209319
PX71-SG-CKIGKMO,P-193150,a1e4J000000CKIqQAO,a0i4J0000023SenQAE,NONE,5/27/2020,Huawei,,1/8/2021,,1/8/2021,9/25/2019,,7.0 COMPLETED (10GB),BTWD209917
PX71-SG-CKIGMLP,P-193151,a1e4J000000CKIrQAO,a0i4J0000023SeoQAE,NONE,5/21/2020,Nokia Compact,,12/4/2020,,12/4/2020,,,7.0 COMPLETED (10GB),BTWD209805
PX71-SG-CKJJJLQ,P-193152,a1e4J000000CKIsQAO,a0i4J0000023SepQAE,CUSTOMER SUSPENDED,3/25/2020,Nokia Small,,,,,,,1.7 WTG RE-RAISE,BTWD209121
PX71-SG-CKJJJML,P-193153,a1e4J000000CKItQAO,a0i4J0000023SeqQAE,,4/3/2020,Nokia Compact,,7/8/2024,,,2/18/2021,,7.0 COMPLETED (10GB),BTWD209219
PX71-SG-CKIGNNH,P-193154,a1e4J000000CKIuQAO,a0i4J0000023SerQAE,NONE,8/7/2020,Huawei,,10/7/2020,,10/7/2020,7/29/2021,,7.0 COMPLETED (10GB),BTWD210431
PX71-SG-CKIGKIQ,P-193135,a1e4J000000CKIvQAO,a0i4J0000023SeYQAU,NONE,5/27/2020,Huawei,,10/5/2020,,12/24/2020,11/15/2018,,7.0 COMPLETED (10GB),BTWD209882
PX71-SG-CKIGMGI,P-193136,a1e4J000000CKIwQAO,a0i4J0000023SeZQAU,NONE,5/18/2020,Huawei,,7/30/2020,,3/29/2021,8/31/2021,,7.0 COMPLETED (10GB),BTWD209629
PX71-SG-CKIHGKP,P-193139,a1e4J000000CKIzQAO,a0i4J0000023SecQAE,NONE,4/9/2020,Nokia Compact,,6/24/2021,,6/24/2021,5/4/2021,,7.0 COMPLETED (10GB),BTWD217881
PX71-SG-CKIGKJK,P-193140,a1e4J000000CKJ0QAO,a0i4J0000023SedQAE,,4/30/2020,Huawei,,7/3/2020,,6/27/2022,3/30/2021,,7.0 COMPLETED (10GB),BTWD210065
PX71-SG-CKIHHGH,P-193141,a1e4J000000CKJ1QAO,a0i4J0000023SeeQAE,NONE,4/20/2020,Nokia Compact,,1/19/2021,,1/19/2021,3/29/2021,,7.0 COMPLETED (10GB),BTWD209445
PX71-SG-CKJJNHJ,P-193142,a1e4J000000CKJ2QAO,a0i4J0000023SefQAE,,11/28/2019,Nokia Compact,,7/24/2024,,,9/27/2019,,7.0 COMPLETED (10GB),BTWD208667
PX71-SG-CKIIIPP,P-193143,a1e4J000000CKJ3QAO,a0i4J0000023SegQAE,,7/12/2019,Huawei,,4/30/2020,,4/30/2020,9/27/2019,,7.0 COMPLETED (10GB),BTWD207332
PX71-SG-CKIIFHM,P-193144,a1e4J000000CKJ4QAO,a0i4J0000023SehQAE,NONE,9/27/2019,Huawei,,12/9/2019,,12/9/2019,9/27/2019,,7.0 COMPLETED (10GB),BTWD208154
PX71-SG-CKIHJLJ,P-193195,a1e4J000000CKJ5QAO,a0i4J0000023SfWQAU,NONE,5/14/2020,Huawei,,9/9/2020,,11/9/2021,12/7/2020,,7.0 COMPLETED (10GB),BTWD209590
PX71-SG-CKIHHPJ,P-193196,a1e4J000000CKJ6QAO,a0i4J0000023SfXQAU,NONE,9/13/2021,Nokia,,2/9/2022,,4/6/2022,4/26/2021,,7.0 COMPLETED (10GB),BTWD212727
PX71-SG-CKJIIHK,P-193197,a1e4J000000CKJ7QAO,a0i4J0000023SfYQAU,,3/8/2023,Nokia Compact,,7/4/2023,,,7/27/2021,,7.0 COMPLETED (10GB),BTWD215243
PX71-SG-CKIHINI,P-193198,a1e4J000000CKJ8QAO,a0i4J0000023SfZQAU,NONE,3/17/2020,Nokia Compact,,6/10/2021,,6/10/2021,9/26/2019,,7.0 COMPLETED (10GB),BTWD209084
PX71-SG-CKIHION,P-193199,a1e4J000000CKJ9QAO,a0i4J0000023SfaQAE,NONE,4/28/2020,Huawei,,8/6/2021,,10/11/2021,9/26/2019,,7.0 COMPLETED (10GB),BTWD209979
PX71-SG-CKJJIKL,P-193200,a1e4J000000CKJAQA4,a0i4J0000023SfbQAE,,3/18/2020,Nokia Compact,,3/1/2023,,,7/27/2021,,7.0 COMPLETED (10GB),BTWD209090
PX71-SG-CKIGOOO,P-193201,a1e4J000000CKJBQA4,a0i4J0000023SfcQAE,NONE,3/18/2020,Huawei,,9/7/2020,,1/29/2022,7/27/2021,,7.0 COMPLETED (10GB),BTWD209091
,P-193202,a1e4J000000CKJCQA4,a0i4J0000023SfdQAE,,,,,,,,,,,
PX71-DCEKHKQ,P-193203,a1e4J000000CKJDQA4,a0i4J0000023SfeQAE,,5/24/2023,Nokia Compact,,3/19/2024,,,9/27/2019,,7.0 COMPLETED (10GB),BTWD215572
